iter	Logloss
502	0.08801244878
503	0.08778682371
504	0.08774586113
505	0.08761695291
506	0.08751877636
507	0.08737845648
508	0.08717104853
509	0.08692166594
510	0.08682374889
511	0.08654433529
512	0.0863749835
513	0.08628990537
514	0.08614724347
515	0.08603987402
516	0.08588857716
517	0.0856770496
518	0.08555477817
519	0.08531598331
520	0.08509792276
521	0.08496471976
522	0.08484678204
523	0.0846358708
524	0.08452008695
525	0.08426204344
526	0.08409646093
527	0.08399317865
528	0.08384390591
529	0.08368992319
530	0.083540884
531	0.08337958978
532	0.0832658625
533	0.08316681012
534	0.08286049252
535	0.08271366561
536	0.08248343435
537	0.08235017945
538	0.082115874
539	0.08202852522
540	0.08178809549
541	0.08172392034
542	0.08162223401
543	0.08145645687
544	0.08136458624
545	0.08131067445
546	0.08120414838
547	0.08098770323
548	0.0807883853
549	0.0805377571
550	0.08036172309
551	0.0802638255
552	0.08018361306
553	0.0800646503
554	0.07987370134
555	0.07956503524
556	0.07925402064
557	0.07906830716
558	0.07893089372
559	0.07878221136
560	0.07862828054
561	0.07848764277
562	0.07836423601
563	0.07818199339
564	0.07802688183
565	0.07785487013
566	0.07776942869
567	0.07758335191
568	0.07741760721
569	0.07728856924
570	0.0771425338
571	0.07700119538
572	0.07690126069
573	0.07678714415
574	0.07670964351
575	0.07659275678
576	0.07644466478
577	0.07637586399
578	0.07621186445
579	0.0760671914
580	0.07593104304
581	0.07579464815
582	0.07563221211
583	0.07552575092
584	0.07532754236
585	0.07519015487
586	0.07502903581
587	0.07487272405
588	0.07478254669
589	0.07467081758
590	0.07454052101
591	0.07434429117
592	0.07425820746
593	0.07407626976
594	0.0739356255
595	0.0737983483
596	0.07368179243
597	0.07356851928
598	0.07337676587
599	0.07324395212
600	0.07315445595
601	0.07302757834
602	0.07283814748
603	0.07278150442
604	0.0726154029
605	0.07247796351
606	0.07239778999
607	0.07226269261
608	0.07210926134
609	0.07193781405
610	0.07183279959
611	0.07165911409
612	0.07143138704
613	0.07131202853
614	0.07117506274
615	0.07115179827
616	0.07097578373
617	0.07093652089
618	0.07089016064
619	0.07072161979
620	0.07061759144
621	0.0705907134
622	0.07047590917
623	0.07034236882
624	0.07019702107
625	0.07013785434
626	0.07009281107
627	0.06995046058
628	0.06974951426
629	0.0696166032
630	0.0694723259
631	0.06934823146
632	0.06918096867
633	0.06898357106
634	0.0688517564
635	0.06879019575
636	0.06863287841
637	0.06839966936
638	0.06820197981
639	0.06808000681
640	0.06803384768
641	0.06794640807
642	0.06790192273
643	0.06771719537
644	0.06760969616
645	0.06747240599
646	0.06744860954
647	0.06734720866
648	0.06711804786
649	0.06691212557
650	0.06682645058
651	0.06675183043
652	0.06663539134
653	0.06649903537
654	0.0664231761
655	0.06633164931
656	0.06621131118
657	0.06615239098
658	0.06597883523
659	0.06589208979
660	0.06578353311
661	0.06561635465
662	0.06553296978
663	0.06537183126
664	0.06525306961
665	0.06510551608
666	0.06505946075
667	0.06489524063
668	0.0648018584
669	0.06462455282
670	0.06455882715
671	0.06443813869
672	0.06430626564
673	0.06417183
674	0.06405027221
675	0.06392101366
676	0.06380128536
677	0.06364373447
678	0.06358502187
679	0.06346143346
680	0.0633645674
681	0.0632442163
682	0.06313781349
683	0.06298112545
684	0.06282639666
685	0.06279235632
686	0.06264011876
687	0.06245064249
688	0.06237379061
689	0.06223973774
690	0.06206204291
691	0.06197944953
692	0.06189267814
693	0.06184223071
694	0.06177014721
695	0.06169280227
696	0.06151586001
697	0.0614481621
698	0.06139460713
699	0.06135684941
700	0.06127955638
701	0.06120773886
702	0.06107081848
703	0.06101306604
704	0.06096322196
705	0.06088229588
706	0.06078964026
707	0.0607063527
708	0.06058313409
709	0.06043024128
710	0.06029428755
711	0.06021535964
712	0.06002443664
713	0.05994416581
714	0.05980557812
715	0.05973566146
716	0.05964632748
717	0.05953683659
718	0.05947589874
719	0.05941658928
720	0.05933795981
721	0.05923355518
722	0.05917968231
723	0.05902775615
724	0.05886857688
725	0.05877864604
726	0.05863110549
727	0.0585571341
728	0.05839436719
729	0.05826177402
730	0.05818058844
731	0.0580796352
732	0.05793540332
733	0.05783589681
734	0.05774098351
735	0.05763672809
736	0.05756084935
737	0.05750310989
738	0.05736959548
739	0.0572672539
740	0.05713084604
741	0.05707273678
742	0.05700357917
743	0.0569032163
744	0.05678837316
745	0.05665374289
746	0.0566205135
747	0.05659887742
748	0.05654899441
749	0.05645234893
750	0.05641654397
751	0.05628418436
752	0.05623827824
753	0.05615081268
754	0.05602767841
755	0.05596099905
756	0.05582191182
757	0.05571422447
758	0.05559497626
759	0.0554928293
760	0.05539755919
761	0.05537819376
762	0.05528898953
763	0.05518427998
764	0.05513561664
765	0.0550429156
766	0.05494458335
767	0.05481221725
768	0.05475251853
769	0.05470112392
770	0.05463819439
771	0.05457496643
772	0.05456927034
773	0.05449438419
774	0.0544051605
775	0.05430381476
776	0.0542217858
777	0.05412195816
778	0.0539914994
779	0.05390226273
780	0.0538001028
781	0.05373270982
782	0.05362184031
783	0.05354466406
784	0.053456021
785	0.05336721252
786	0.0532926021
787	0.05323635153
788	0.05317407725
789	0.05308547636
790	0.05299215901
791	0.05289292173
792	0.05282224603
793	0.05272705377
794	0.05261516571
795	0.05245745263
796	0.05241439456
797	0.05232111613
798	0.05221136573
799	0.05214893899
800	0.05207407231
801	0.05199429778
802	0.05188156958
803	0.05181646671
804	0.05168400979
805	0.05162932921
806	0.05158060424
807	0.05149785191
808	0.05143814671
809	0.05139711601
810	0.05134590305
811	0.05124520607
812	0.05108527099
813	0.05103922863
814	0.05097472587
815	0.05088278063
816	0.05078853555
817	0.0507385228
818	0.05070452787
819	0.05060808675
820	0.0505163037
821	0.05041436111
822	0.05027112507
823	0.05021787825
824	0.05009542193
825	0.05005120258
826	0.04998375445
827	0.04990227693
828	0.04988388788
829	0.04983713189
830	0.04972178271
831	0.0496507729
832	0.04961332334
833	0.04953907623
834	0.04949103894
835	0.04935048551
836	0.04928365694
837	0.04924008635
838	0.04914525415
839	0.04908204565
840	0.04897028086
841	0.0489248386
842	0.04887696026
843	0.0487480488
844	0.04870463715
845	0.04861512476
846	0.04846579364
847	0.04841440551
848	0.04833993133
849	0.04826242745
850	0.04817328161
851	0.04812326237
852	0.04807988965
853	0.04798797361
854	0.04786156635
855	0.04775655837
856	0.04768610325
857	0.0475972234
858	0.04751712773
859	0.04743282487
860	0.04732878679
861	0.04728378568
862	0.0472024444
863	0.04715319069
864	0.04709091965
865	0.04700915019
866	0.04694782633
867	0.04688421885
868	0.04674034054
869	0.04668592596
870	0.04665104224
871	0.04659840525
872	0.04650268425
873	0.04643511934
874	0.04635051481
875	0.04631056753
876	0.04627516805
877	0.04620641267
878	0.04613795248
879	0.04605916082
880	0.04602283361
881	0.04593168311
882	0.04586463721
883	0.04578092471
884	0.045670558
885	0.04562326678
886	0.04555946791
887	0.04550645789
888	0.04541649137
889	0.04531474989
890	0.04530386373
891	0.04525034768
892	0.04517252267
893	0.04511815999
894	0.04506357349
895	0.04501716134
896	0.04499539875
897	0.04492624763
898	0.04486886498
899	0.04481731791
900	0.0447101593
901	0.04467130194
902	0.04462469516
903	0.04458252265
904	0.04453654516
905	0.04449181978
906	0.04446722537
907	0.04442043694
908	0.04436625915
909	0.0443092463
910	0.04427368138
911	0.04422297445
912	0.04415487108
913	0.04410013536
914	0.04406604961
915	0.04403085449
916	0.04399476408
917	0.04393573683
918	0.04391202797
919	0.04387899645
920	0.04382884746
921	0.0437980055
922	0.04372704759
923	0.04368245845
924	0.04366864639
925	0.04362968847
926	0.04357997414
927	0.04351154963
928	0.04343980997
929	0.04340002812
930	0.04334488045
931	0.0433139574
932	0.04327655325
933	0.04326462583
934	0.04316945627
935	0.04311221635
936	0.04304225104
937	0.04299522582
938	0.04295015984
939	0.04283009094
940	0.04281864037
941	0.04276166643
942	0.04273381525
943	0.04267963098
944	0.04261036957
945	0.04257269295
946	0.04252532388
947	0.04250878704
948	0.04242848377
949	0.04240447972
950	0.04235870984
951	0.04229807692
952	0.04221469853
953	0.04216660934
954	0.04212650636
955	0.04210528549
956	0.04206265884
957	0.04199941142
958	0.04197948482
959	0.04192836593
960	0.04190688879
961	0.04179617175
962	0.0417588487
963	0.04173971033
964	0.04163759906
965	0.0416213055
966	0.04157924003
967	0.04152396585
968	0.04146559709
969	0.0414346124
970	0.04139096072
971	0.04135367984
972	0.04129919065
973	0.04116881948
974	0.04110282132
975	0.04107419488
976	0.0410495291
977	0.04098154898
978	0.04092457181
979	0.04091294931
980	0.04087094547
981	0.0408088723
982	0.04078110546
983	0.04072500086
984	0.04072023249
985	0.04071596366
986	0.04065076672
987	0.04059348463
988	0.04056154952
989	0.04054066924
990	0.04049707594
991	0.04048780195
992	0.04041463826
993	0.04033649211
994	0.04030166678
995	0.0402512972
996	0.04024684672
997	0.04019690533
998	0.04018481248
999	0.04011447738
24
928454
